45, Note_off_c,73,0
45, Note_off_c,61,0
48, Note_on_c,73,111
48, Note_on_c,61,111
93, Note_off_c,73,0
93, Note_off_c,61,0
96, Note_on_c,76,111
96, Note_on_c,64,111
141, Note_off_c,76,0
141, Note_off_c,64,0
144, Note_on_c,75,111
144, Note_on_c,63,111
189, Note_off_c,75,0
189, Note_off_c,63,0
240, Note_on_c,71,111
240, Note_on_c,59,111
285, Note_off_c,71,0
285, Note_off_c,59,0
288, Note_on_c,71,111
288, Note_on_c,59,111
333, Note_off_c,71,0
333, Note_off_c,59,0
336, Note_on_c,73,111
336, Note_on_c,61,111
381, Note_off_c,73,0
381, Note_off_c,61,0
432, Note_on_c,61,111
432, Note_on_c,73,111
477, Note_off_c,61,0
477, Note_off_c,73,0
480, Note_on_c,76,111
480, Note_on_c,64,111
525, Note_off_c,76,0
525, Note_off_c,64,0
528, Note_on_c,75,111
528, Note_on_c,63,111
573, Note_off_c,75,0
573, Note_off_c,63,0
624, Note_on_c,59,111
624, Note_on_c,63,111
624, Note_on_c,71,111
760, Note_off_c,59,0
760, Note_off_c,63,0
760, Note_off_c,71,0
768, Note_on_c,73,108
768, Note_on_c,80,108
859, Note_off_c,73,0
859, Note_off_c,80,0
864, Note_on_c,73,108
864, Note_on_c,76,108
909, Note_off_c,73,0
909, Note_off_c,76,0
912, Note_on_c,75,108
912, Note_on_c,78,108
957, Note_off_c,75,0
957, Note_off_c,78,0
1008, Note_on_c,71,108
1008, Note_on_c,75,108
1053, Note_off_c,71,0
1053, Note_off_c,75,0
1104, Note_on_c,73,108
1104, Note_on_c,76,108
1149, Note_off_c,73,0
1149, Note_off_c,76,0
1200, Note_on_c,73,108
1200, Note_on_c,68,108
1245, Note_off_c,73,0
1245, Note_off_c,68,0
1296, Note_on_c,75,108
1296, Note_on_c,71,108
1341, Note_off_c,75,0
1341, Note_off_c,71,0
1392, Note_on_c,71,108
1392, Note_on_c,66,108
1528, Note_off_c,66,0
1528, Note_off_c,71,0
1536, Note_on_c,73,108
1536, Note_on_c,80,108
1627, Note_off_c,73,0
1627, Note_off_c,80,0
1632, Note_on_c,73,108
1632, Note_on_c,76,108
1677, Note_off_c,73,0
1677, Note_off_c,76,0
1680, Note_on_c,75,108
