0, Note_on_c,62,80
0, Note_on_c,66,80
239, Note_on_c,62,0
239, Note_on_c,66,0
480, Note_on_c,66,80
480, Note_on_c,69,80
599, Note_on_c,66,0
599, Note_on_c,69,0
720, Note_on_c,69,80
720, Note_on_c,73,80
839, Note_on_c,69,0
839, Note_on_c,73,0
1200, Note_on_c,66,80
1200, Note_on_c,69,80
1319, Note_on_c,66,0
1319, Note_on_c,69,0
1680, Note_on_c,62,80
1680, Note_on_c,66,80
1799, Note_on_c,62,0
1799, Note_on_c,66,0
1920, Note_on_c,62,80
2039, Note_on_c,62,0
2160, Note_on_c,62,80
2279, Note_on_c,62,0
2400, Note_on_c,62,80
2519, Note_on_c,62,0
3600, Note_on_c,61,80
3839, Note_on_c,61,0
3840, Note_on_c,62,80
3959, Note_on_c,62,0
4080, Note_on_c,62,80
4080, Note_on_c,66,80
4199, Note_on_c,62,0
4199, Note_on_c,66,0
4320, Note_on_c,66,80
4320, Note_on_c,69,80
4439, Note_on_c,66,0
4439, Note_on_c,69,0
4560, Note_on_c,69,80
4560, Note_on_c,73,80
4679, Note_on_c,69,0
4679, Note_on_c,73,0
5040, Note_on_c,66,80
5040, Note_on_c,69,80
5159, Note_on_c,66,0
5159, Note_on_c,69,0
5520, Note_on_c,62,80
5520, Note_on_c,66,80
5747, Note_on_c,62,0
5747, Note_on_c,66,0
5760, Note_on_c,64,80
5778, Note_on_c,68,80
5796, Note_on_c,76,80
6479, Note_on_c,64,0
6479, Note_on_c,68,0
6479, Note_on_c,76,0
6480, Note_on_c,63,80
6480, Note_on_c,67,80
6480, Note_on_c,75,80
6707, Note_on_c,63,0
6707, Note_on_c,67,0
6707, Note_on_c,75,0
6720, Note_on_c,62,80
6720, Note_on_c,66,80
6720, Note_on_c,74,80
6959, Note_on_c,62,0
6959, Note_on_c,66,0
6959, Note_on_c,74,0
7680, Note_on_c,68,80
7919, Note_on_c,68,0
8160, Note_on_c,73,80
8279, Note_on_c,73,0
8400, Note_on_c,66,80
8519, Note_on_c,66,0
8880, Note_on_c,73,80
8999, Note_on_c,73,0
9360, Note_on_c,68,80
9479, Note_on_c,68,0
9840, Note_on_c,73,80
9959, Note_on_c,73,0
10320, Note_on_c,67,80
10559, Note_on_c,67,0
10560, Note_on_c,66,80
10679, Note_on_c,66,0
11040, Note_on_c,61,80
11040, Note_on_c,64,80
11159, Note_on_c,61,0
11159, Note_on_c,64,0
11520, Note_on_c,54,80
11520, Note_on_c,60,80
11520, Note_on_c,64,80
11639, Note_on_c,54,0
11639, Note_on_c,60,0
11639, Note_on_c,64,0
11760, Note_on_c,54,80
11760, Note_on_c,60,80
11760, Note_on_c,64,80
11879, Note_on_c,54,0
11879, Note_on_c,60,0
11879, Note_on_c,64,0
12000, Note_on_c,54,80
12000, Note_on_c,60,80
12000, Note_on_c,64,80
12119, Note_on_c,54,0
12119, Note_on_c,60,0
12119, Note_on_c,64,0
12960, Note_on_c,54,80
12960, Note_on_c,60,80
12960, Note_on_c,64,80
13079, Note_on_c,54,0
13079, Note_on_c,60,0
13079, Note_on_c,64,0
13200, Note_on_c,54,80
13200, Note_on_c,60,80
13200, Note_on_c,64,80
13319, Note_on_c,54,0
13319, Note_on_c,60,0
13319, Note_on_c,64,0
13440, Note_on_c,54,80
13440, Note_on_c,60,80
13440, Note_on_c,64,80
13559, Note_on_c,54,0
13559, Note_on_c,60,0
13559, Note_on_c,64,0
14400, Note_on_c,56,80
14400, Note_on_c,59,80
14400, Note_on_c,63,80
14855, Note_on_c,56,0
14855, Note_on_c,59,0
14855, Note_on_c,63,0
14880, Note_on_c,55,80
14880, Note_on_c,58,80
14880, Note_on_c,62,80
15335, Note_on_c,55,0
15335, Note_on_c,58,0
15335, Note_on_c,62,0
15360, Note_on_c,57,80
15360, Note_on_c,61,80
15599, Note_on_c,57,0
15599, Note_on_c,61,0
15840, Note_on_c,66,80
15840, Note_on_c,69,80
15959, Note_on_c,66,0
15959, Note_on_c,69,0
16080, Note_on_c,69,80
16080, Note_on_c,73,80
16199, Note_on_c,69,0
16199, Note_on_c,73,0
16560, Note_on_c,66,80
16560, Note_on_c,69,80
16679, Note_on_c,66,0
16679, Note_on_c,69,0
17040, Note_on_c,63,80
17040, Note_on_c,66,80
17159, Note_on_c,63,0
17159, Note_on_c,66,0
17280, Note_on_c,62,80
17280, Note_on_c,64,80
17399, Note_on_c,62,0
17399, Note_on_c,64,0
17520, Note_on_c,62,80
17520, Note_on_c,64,80
17639, Note_on_c,62,0
17639, Note_on_c,64,0
17760, Note_on_c,62,80
17760, Note_on_c,64,80
17879, Note_on_c,62,0
17879, Note_on_c,64,0
18240, Note_on_c,68,80
18240, Note_on_c,76,80
18359, Note_on_c,68,0
18359, Note_on_c,76,0
18480, Note_on_c,68,80
18480, Note_on_c,76,80
18599, Note_on_c,68,0
18599, Note_on_c,76,0
18720, Note_on_c,68,80
18720, Note_on_c,76,80
18839, Note_on_c,68,0
18839, Note_on_c,76,0
19440, Note_on_c,62,80
19440, Note_on_c,66,80
19559, Note_on_c,62,0
19559, Note_on_c,66,0
19680, Note_on_c,66,80
19680, Note_on_c,69,80
19799, Note_on_c,66,0
19799, Note_on_c,69,0
19920, Note_on_c,69,80
19920, Note_on_c,73,80
20039, Note_on_c,69,0
20039, Note_on_c,73,0
20400, Note_on_c,66,80
20400, Note_on_c,69,80
20519, Note_on_c,66,0
20519, Note_on_c,69,0
20880, Note_on_c,62,80
20880, Note_on_c,66,80
20999, Note_on_c,62,0
20999, Note_on_c,66,0
21120, Note_on_c,64,80
21120, Note_on_c,68,80
21120, Note_on_c,73,80
22031, Note_on_c,64,0
22031, Note_on_c,68,0
22031, Note_on_c,73,0
22080, Note_on_c,62,80
22080, Note_on_c,66,80
22080, Note_on_c,71,80
22319, Note_on_c,62,0
22319, Note_on_c,66,0
22319, Note_on_c,71,0
23040, Note_on_c,71,80
23267, Note_on_c,71,0
23280, Note_on_c,67,80
23507, Note_on_c,67,0
23520, Note_on_c,62,80
23747, Note_on_c,62,0
23760, Note_on_c,61,80
24215, Note_on_c,61,0
24240, Note_on_c,71,80
24467, Note_on_c,71,0
24480, Note_on_c,67,80
24707, Note_on_c,67,0
24720, Note_on_c,61,80
24947, Note_on_c,61,0
24960, Note_on_c,69,80
25187, Note_on_c,69,0
25200, Note_on_c,66,80
25427, Note_on_c,66,0
25440, Note_on_c,60,80
25667, Note_on_c,60,0
25680, Note_on_c,59,80
26135, Note_on_c,59,0
26160, Note_on_c,65,80
26387, Note_on_c,65,0
26400, Note_on_c,62,80
26627, Note_on_c,62,0
26640, Note_on_c,59,80
26867, Note_on_c,59,0
26880, Note_on_c,61,80
26880, Note_on_c,64,80
26999, Note_on_c,61,0
26999, Note_on_c,64,0
27120, Note_on_c,61,80
27120, Note_on_c,64,80
27239, Note_on_c,61,0
27239, Note_on_c,64,0
27360, Note_on_c,61,80
27360, Note_on_c,64,80
27479, Note_on_c,61,0
27479, Note_on_c,64,0
28560, Note_on_c,70,80
28799, Note_on_c,70,0
28800, Note_on_c,71,80
